household_id,kwh_usage_fridge,kwh_usage_heater,kwh_usage_AC,kwh_usage_washer,kwh_usage_dryer,kwh_usage_oven,kwh_usage_microwave,kwh_usage_TV,kwh_usage_computer,kwh_usage_lighting
H4269,53.86,133.59,211.28,194.46,35.02,130.47,257.35,233.97,235.01,106.21
H4270,114.72,25.93,183.73,137.53,222.48,175.2,69.2,267.91,232.13,120.73
H4271,211.14,206.81,194.52,213.39,118.95,291.65,253.98,153.6,131.04,93.98
H4272,224.46,97.18,252.12,36.93,224.13,29.38,250.05,49.53,95.11,249.96
H4273,268.27,11.8,94.15,192.9,58.08,49.2,291.69,53.02,125.78,244.16
H4274,143.79,155.35,64.15,257.67,91.73,55.01,270.98,88.54,168.94,161.44
H4275,142.53,277.68,87.6,124.16,116.25,199.27,117.11,221.57,70.16,99.55
H4276,295.84,158.79,10.36,138.6,64.06,25.78,290.58,115.41,33.67,81.23
H4277,47.53,299.83,148.62,293.95,48.99,142.03,71.67,224.69,21.59,63.77
H4278,190.64,228.91,284.26,280.92,124.05,37.69,42.49,97.15,63.83,130.2
H4279,151.03,112.08,72.39,68.18,232.58,200.24,108.0,206.24,217.42,23.65
H4280,153.98,241.69,235.73,257.83,113.94,38.82,259.28,217.97,259.49,51.7
H4281,284.89,59.95,267.0,98.75,65.59,183.79,286.95,132.51,91.1,87.37
H4282,15.01,38.16,171.99,14.0,178.54,112.27,63.01,143.1,30.31,69.08
H4283,92.43,78.34,151.4,205.11,100.99,36.56,172.26,22.83,128.17,191.03
H4284,284.95,265.34,79.89,258.81,290.22,71.74,124.41,113.82,260.37,239.66
H4285,123.47,169.94,196.6,155.54,234.76,143.93,177.94,256.06,102.99,169.57
H4286,71.34,259.47,48.01,66.42,194.86,256.86,199.01,243.08,238.07,110.47
H4287,296.31,277.2,186.05,194.34,60.42,104.6,189.84,104.37,181.45,291.11
H4288,77.71,85.38,188.33,136.48,154.56,102.14,31.26,28.85,225.3,71.2
H4289,117.76,20.39,290.95,134.33,172.21,172.55,128.32,77.36,288.37,182.12
H4290,197.01,88.45,246.29,207.37,275.43,90.24,119.29,112.47,202.9,117.02
H4291,74.07,271.16,33.78,283.17,174.72,136.16,130.27,196.99,288.07,79.84
H4292,78.0,44.12,24.12,149.0,100.79,98.22,244.7,35.15,84.11,233.42
H4293,258.24,121.8,246.03,287.73,221.93,169.77,26.96,31.47,96.15,92.99
H4294,224.82,179.82,259.95,79.23,78.82,183.39,284.09,127.42,30.92,206.01
H4295,278.16,84.25,40.35,76.05,30.82,94.96,84.69,66.95,88.07,267.08
H4296,34.53,257.0,55.01,267.9,278.02,291.9,60.79,156.64,190.45,250.91
H4297,294.8,285.1,299.92,235.16,161.6,88.05,271.47,265.79,159.8,224.27
H4298,232.77,185.19,275.61,37.3,287.34,43.07,111.93,114.18,160.01,150.37
H4299,232.31,128.19,116.32,103.52,194.12,246.12,135.8,11.07,149.66,12.38
H4300,21.92,10.86,297.66,214.7,15.28,40.76,243.59,187.85,134.1,182.37
H4301,139.63,83.48,29.01,288.23,60.19,224.47,42.25,98.03,195.07,144.29
H4302,275.13,269.69,233.27,14.66,206.05,63.31,192.47,157.59,289.21,76.22
H4303,157.35,43.87,121.11,297.14,86.19,262.41,102.28,228.45,209.52,82.24
H4304,111.36,49.63,139.92,87.85,47.26,261.38,244.07,123.04,208.16,237.6
H4305,43.59,189.88,280.66,201.43,225.13,218.09,16.49,100.18,41.28,204.49
H4306,75.2,109.51,172.7,273.34,140.69,100.81,70.4,298.65,105.18,94.96
H4307,57.11,197.59,219.57,203.82,146.34,51.23,157.08,86.77,170.72,168.94
H4308,98.41,79.38,173.04,36.55,234.89,293.45,283.22,87.33,104.95,72.5
H4309,285.16,142.61,141.75,288.17,45.39,125.41,152.4,157.44,172.07,33.91
H4310,196.36,15.98,272.85,246.28,83.11,234.17,81.57,276.48,78.77,72.8
H4311,78.05,109.54,298.26,214.97,268.3,38.14,105.97,274.38,133.04,116.5
H4312,32.75,294.85,258.32,164.2,56.08,196.96,174.68,292.68,119.08,189.2
H4313,229.34,227.7,44.94,100.35,297.36,124.49,170.21,35.62,19.56,92.04
H4314,229.29,159.05,66.92,237.2,299.94,15.35,138.89,200.67,126.06,182.97
H4315,142.08,278.45,219.74,295.88,60.98,212.34,270.27,177.5,142.55,158.82
H4316,76.91,160.09,236.74,189.77,148.41,81.1,50.39,137.97,216.73,152.53
H4317,122.27,70.08,282.12,103.21,76.37,230.45,277.46,170.38,206.09,116.03
H4318,193.02,64.98,231.15,249.13,135.87,178.03,57.97,87.21,156.27,79.65
H4319,137.05,267.54,125.77,104.95,261.63,32.55,255.1,200.55,291.2,243.03
H4320,101.16,236.64,91.76,55.59,138.87,75.67,31.55,138.74,77.82,55.02
H4321,197.18,94.71,274.22,273.53,251.92,257.47,177.01,25.55,61.77,167.16
H4322,102.81,291.15,40.18,138.61,235.4,101.15,22.98,214.48,144.94,41.74
H4323,14.59,220.3,191.07,67.59,88.96,112.64,54.26,213.27,290.34,124.58
H4324,203.29,131.09,41.08,17.33,64.87,32.88,132.92,53.51,225.35,283.98
H4325,104.3,62.22,200.85,57.38,108.89,239.41,120.66,291.3,123.77,80.01
H4326,147.21,19.05,127.46,176.27,168.12,197.49,170.11,101.57,164.2,35.1
H4327,28.07,172.43,89.45,97.08,229.97,228.73,191.67,30.19,55.39,14.25
H4328,233.62,65.66,259.25,23.0,107.82,110.23,219.31,142.6,68.59,219.29
H4329,139.4,28.41,76.08,36.34,207.64,128.56,100.52,194.16,29.79,242.46
H4330,30.73,260.79,70.66,164.82,79.12,38.24,211.44,57.15,112.82,214.04
H4331,299.32,204.95,58.52,145.22,54.46,289.6,276.95,189.31,58.52,124.91
H4332,33.27,109.22,117.98,164.01,151.18,151.29,240.68,68.85,200.28,80.4
H4333,282.98,84.75,128.94,40.63,29.31,277.8,123.65,72.93,27.03,189.86
H4334,74.5,290.06,84.32,167.11,168.93,38.29,154.07,64.12,136.18,190.4
H4335,230.89,90.77,229.98,165.59,213.14,264.24,278.83,267.28,223.78,159.91
H4336,235.67,241.87,257.65,265.62,172.14,284.49,257.4,100.19,50.19,58.05
H4337,144.46,46.37,93.94,206.3,83.34,205.07,246.45,68.9,298.45,55.82
H4338,190.81,33.25,261.88,173.36,37.04,260.03,195.81,273.24,53.38,84.78
H4339,238.52,47.27,41.12,238.76,97.5,28.43,191.03,293.62,192.92,203.65
H4340,104.96,116.75,277.86,100.37,123.12,31.05,299.38,73.45,96.85,158.18
H4341,172.84,28.55,19.89,215.16,252.87,256.41,252.86,42.22,191.83,163.14
H4342,16.04,165.05,225.05,92.59,204.93,262.59,269.81,248.97,104.37,132.45
H4343,263.53,45.31,55.59,184.88,233.46,83.64,116.0,197.95,290.28,283.47
H4344,67.15,182.68,168.44,47.4,275.7,61.27,21.95,275.92,278.82,53.55
H4345,33.43,120.08,117.89,227.71,296.08,225.92,48.72,134.14,164.37,250.07
H4346,38.91,262.25,257.07,161.08,109.47,253.56,159.8,169.09,256.18,121.14
H4347,298.04,296.17,139.41,234.76,190.42,170.33,48.84,165.45,286.78,134.02
H4348,210.32,290.51,103.57,66.38,15.52,198.34,273.1,288.38,104.25,74.47
H4349,127.13,171.93,174.66,124.25,205.38,282.71,265.16,112.83,82.98,126.46
H4350,294.03,236.66,12.06,191.77,86.06,210.41,110.83,190.85,202.81,179.15
H4351,58.11,270.74,260.83,34.26,251.32,232.07,30.93,292.81,140.56,288.13
H4352,177.63,140.33,291.62,60.74,107.96,197.51,262.69,269.06,145.23,178.21
H4353,82.82,30.08,160.67,142.58,46.08,253.08,88.06,158.23,159.3,126.79
H4354,241.64,44.01,267.05,249.17,218.73,213.13,185.36,154.28,39.05,142.94
H4355,64.47,169.36,15.44,274.49,279.62,112.09,175.64,281.46,170.57,19.58
H4356,203.48,261.68,94.34,289.64,240.1,207.81,267.84,205.54,179.43,126.17
H4357,33.39,283.36,159.04,81.11,188.28,102.09,99.83,31.33,227.07,34.74
H4358,120.63,11.15,60.12,268.4,216.16,38.37,65.83,145.76,244.32,136.44
H4359,206.98,201.49,88.33,138.25,197.95,135.11,53.53,262.44,253.58,194.4
H4360,18.16,195.87,211.69,171.24,270.86,217.5,138.93,238.81,199.37,261.3
H4361,197.32,234.04,206.43,278.55,246.5,146.04,134.26,25.25,252.87,181.69
H4362,35.26,180.31,218.03,246.13,120.71,169.93,21.47,81.6,162.3,203.23
H4363,201.64,202.55,62.82,244.84,202.3,89.4,118.01,143.86,197.27,266.46
H4364,205.24,241.5,132.11,277.65,260.42,275.68,36.58,106.92,47.28,146.95
H4365,46.62,282.03,256.54,13.79,135.12,68.76,112.18,253.8,119.22,257.43
H4366,247.34,126.66,225.73,197.91,105.11,47.85,85.78,82.44,231.15,69.27
H4367,135.48,240.3,299.22,108.68,249.9,291.34,36.44,239.5,266.7,38.56
H4368,279.3,194.31,285.96,293.86,226.21,162.81,140.34,227.18,113.28,135.31
H4369,55.56,195.92,185.11,46.99,203.54,77.79,89.1,245.68,98.03,276.46
H4370,277.93,288.9,291.9,202.2,62.07,20.6,149.07,143.02,36.37,154.22
H4371,232.82,115.12,109.25,175.64,154.36,13.38,287.82,50.05,60.17,288.26
H4372,84.72,93.56,182.12,57.56,69.99,250.63,122.53,60.11,123.58,231.0
H4373,225.28,118.0,217.17,173.2,137.57,277.64,299.93,61.65,208.02,254.11
H4374,100.94,116.09,213.0,63.91,298.01,33.95,118.24,42.28,178.89,198.06
H4375,150.27,147.45,68.99,227.85,271.37,269.62,115.26,297.77,73.68,203.16
H4376,181.51,297.4,20.5,273.86,16.48,51.45,293.96,254.98,191.69,25.38
H4377,39.73,240.04,221.46,137.25,89.25,31.85,234.39,197.62,130.65,25.32
H4378,269.21,37.02,269.03,199.26,299.64,173.06,232.7,218.54,65.51,90.35
H4379,280.1,83.92,45.52,209.77,287.24,11.81,152.91,52.84,210.63,96.25
H4380,162.64,163.5,197.01,95.9,41.95,235.22,80.72,226.72,213.74,217.58
H4381,77.27,85.99,99.94,46.01,272.45,162.25,177.09,46.54,52.81,60.88
H4382,290.84,245.05,281.19,57.7,239.71,58.25,170.85,257.64,103.65,246.11
H4383,17.85,292.37,240.44,108.72,212.63,54.04,13.18,262.27,143.2,175.6
H4384,82.11,79.97,299.84,212.95,210.6,90.11,202.96,268.39,86.73,65.55
H4385,62.62,73.37,217.9,281.51,237.4,24.32,118.2,184.72,26.5,58.09
H4386,95.6,132.51,294.35,199.8,212.31,168.5,38.03,40.06,179.97,81.51
H4387,226.86,192.26,182.89,100.88,291.05,142.01,272.59,238.98,85.29,186.84
H4388,238.7,10.32,176.44,213.56,151.44,59.21,225.2,221.13,286.73,257.87
H4389,168.52,97.04,261.78,131.73,55.43,162.37,145.87,93.86,39.6,50.84
H4390,150.16,123.39,260.48,78.5,170.99,116.26,24.71,293.05,88.46,58.96
H4391,74.94,198.5,180.34,167.17,212.96,177.94,292.84,137.24,59.25,181.95
H4392,31.31,149.34,227.52,124.58,273.91,170.27,177.25,131.38,129.78,230.99
H4393,232.81,193.22,279.64,51.63,135.68,219.72,231.73,146.28,293.85,131.91
H4394,86.45,71.73,188.48,26.38,148.66,195.87,75.14,139.28,23.35,252.89
H4395,58.58,96.46,38.33,94.82,51.68,70.53,152.01,138.3,204.49,219.0
H4396,244.36,70.97,115.96,101.59,263.2,148.66,78.93,143.78,248.66,133.41
H4397,50.81,211.3,41.7,243.73,123.99,178.54,283.86,95.23,265.8,199.25
H4398,96.87,32.71,29.39,257.86,15.61,27.04,108.4,261.4,236.07,152.13
H4399,68.8,31.09,258.51,59.91,126.94,41.49,181.55,166.85,189.16,133.23
H4400,22.02,65.53,60.27,100.76,186.32,111.33,39.54,158.62,186.65,243.28
H4401,103.08,169.93,227.77,199.92,188.2,223.97,172.7,177.98,184.98,181.63
H4402,55.09,251.65,227.31,97.29,274.23,296.85,158.96,168.05,28.6,186.69
H4403,68.48,71.92,32.37,203.83,96.54,112.5,231.27,48.59,85.71,244.69
H4404,21.59,170.43,53.65,66.95,81.54,197.57,184.76,108.31,210.17,65.98
H4405,87.95,25.88,94.57,41.69,103.67,163.24,177.4,162.84,133.06,282.65
H4406,21.87,182.4,297.03,17.99,183.97,91.35,248.7,293.82,41.18,157.72
H4407,46.22,275.54,17.48,87.34,31.42,158.52,36.61,204.32,231.09,169.0
H4408,86.52,244.93,237.22,131.91,272.64,146.4,113.26,205.45,227.32,176.05
H4409,217.32,166.47,286.48,150.91,91.4,23.17,215.85,255.64,68.62,173.94
H4410,252.59,294.27,246.7,120.36,122.09,26.78,63.41,122.43,280.58,206.02
H4411,257.84,281.49,273.89,51.2,108.81,23.55,92.5,113.37,250.28,106.48
H4412,280.68,74.95,14.95,196.41,231.9,62.56,207.54,227.89,262.72,69.63
H4413,166.37,284.43,191.95,89.61,10.68,281.23,269.71,195.9,36.98,176.55
H4414,155.58,110.37,125.28,267.97,76.29,194.85,140.99,292.09,90.62,14.97
H4415,10.18,223.03,66.93,75.02,64.12,99.23,87.19,263.24,188.42,58.26
H4416,146.53,261.56,157.25,179.99,25.41,34.48,210.56,89.12,253.89,287.76
H4417,286.87,15.97,44.86,184.85,211.34,278.75,111.9,228.35,162.46,13.29
H4418,22.73,45.0,115.06,46.88,190.88,198.89,160.79,14.85,173.02,247.37
H4419,258.25,154.8,270.95,136.13,99.05,283.42,260.47,141.42,151.89,272.26
H4420,54.25,30.68,257.75,80.72,164.3,228.0,200.19,94.19,59.21,126.31
H4421,187.44,265.35,223.0,121.7,164.93,205.47,156.94,48.04,151.39,289.92
H4422,207.45,266.9,115.94,194.74,31.79,149.86,60.48,175.88,185.64,82.96
H4423,243.45,88.38,63.88,260.51,260.5,230.24,109.55,25.68,257.05,195.66
H4424,45.5,118.9,127.29,260.7,64.5,158.07,209.63,245.62,123.55,259.52
H4425,193.31,153.29,188.83,77.67,77.95,222.24,277.98,196.12,283.99,122.55
H4426,118.29,191.64,193.79,106.11,44.07,117.43,240.5,41.45,154.72,25.59
H4427,18.48,181.79,31.46,108.25,285.42,254.16,130.72,200.4,244.88,201.8
H4428,110.36,294.4,73.25,267.42,297.57,113.4,79.8,219.52,170.59,211.71
H4429,141.75,185.41,50.58,156.86,82.42,85.98,268.67,33.74,53.51,46.84
H4430,121.2,256.18,211.8,182.88,269.57,26.58,93.9,196.32,107.33,94.43
H4431,54.78,187.15,25.45,244.19,72.75,112.51,114.68,150.92,21.4,153.69
H4432,224.51,219.19,45.0,84.72,217.4,60.03,264.67,140.1,150.35,88.34
H4433,159.52,87.56,174.8,284.39,176.17,83.6,167.16,239.19,124.95,204.17
H4434,265.44,240.78,190.01,172.6,237.3,82.14,205.38,33.69,289.67,73.53
H4435,98.61,233.12,150.7,45.32,231.35,289.45,47.64,64.64,297.27,169.82
H4436,15.01,132.45,253.69,99.02,57.47,73.84,247.05,154.24,242.03,291.89
H4437,31.56,200.55,161.11,205.98,165.14,298.07,85.1,179.99,239.62,202.59
H4438,234.46,81.27,206.39,206.4,200.9,138.28,289.15,264.49,197.48,40.67
H4439,19.56,105.92,147.84,251.25,60.59,107.89,295.0,41.89,73.41,212.55
H4440,43.92,69.99,27.0,155.91,67.86,255.12,293.33,119.55,190.77,113.51
H4441,215.55,124.7,101.17,133.29,75.59,90.04,167.04,206.11,188.3,253.81
H4442,24.38,281.93,252.83,223.2,72.14,252.31,142.14,179.14,124.92,223.05
H4443,218.98,23.08,250.02,86.03,256.79,149.64,164.19,254.72,131.71,29.7
H4444,59.95,295.49,63.1,90.14,294.34,269.95,150.19,16.56,246.1,242.58
H4445,206.48,97.31,157.66,259.01,296.66,53.5,43.62,168.94,170.09,111.93
H4446,55.31,122.58,269.23,43.64,294.4,62.67,86.88,156.73,212.95,109.82
H4447,38.33,36.02,36.95,212.39,130.83,85.95,249.22,131.48,206.11,169.25
H4448,171.46,70.15,70.0,72.96,126.49,90.31,281.64,178.09,227.77,258.42
H4449,234.86,279.58,140.14,126.92,117.41,30.1,50.72,288.84,45.32,153.64
H4450,13.61,171.54,207.3,274.46,90.76,268.02,218.08,244.57,86.88,75.84
H4451,88.05,41.69,92.41,229.07,51.16,36.91,187.94,148.14,264.21,10.67
H4452,216.68,173.55,162.71,187.14,243.56,30.49,111.09,90.42,120.29,69.03
H4453,206.29,242.4,262.28,143.97,143.97,120.49,219.92,10.61,147.83,230.65
H4454,121.17,163.5,188.5,158.23,62.01,184.33,208.79,12.75,11.5,29.7
H4455,279.05,141.87,104.61,46.41,43.86,192.08,145.65,176.24,275.66,297.84
H4456,55.94,16.27,221.23,90.11,209.8,121.12,227.51,221.08,32.64,81.78
H4457,37.49,172.43,43.67,159.94,216.89,220.0,22.05,56.58,263.23,172.75
H4458,79.27,262.0,56.39,282.55,48.95,94.97,21.58,45.63,88.09,287.97
H4459,196.69,233.7,151.68,193.08,113.26,78.53,70.94,133.08,286.49,185.23
H4460,260.59,125.06,44.35,83.27,200.35,104.42,42.72,16.54,65.92,59.81
H4461,47.15,138.33,164.23,213.39,284.99,244.23,66.91,60.39,16.36,28.73
H4462,112.38,71.34,214.75,98.3,283.66,99.49,103.83,167.22,142.8,130.86
H4463,17.36,270.57,292.1,45.38,82.03,18.95,259.57,227.15,281.99,132.75
H4464,224.8,229.65,142.41,186.73,134.5,248.68,127.03,226.09,149.01,105.76
H4465,222.2,100.2,140.43,98.89,131.52,201.46,18.84,60.98,264.83,277.3
H4466,215.01,107.2,157.24,114.46,145.01,189.47,221.9,109.39,19.76,179.46
H4467,106.84,156.73,11.16,75.2,277.05,91.39,32.21,129.09,268.44,190.39
H4468,80.4,14.67,128.22,85.2,215.69,87.88,154.76,297.15,103.47,289.6
H4469,188.04,159.64,92.95,95.68,266.78,38.85,183.15,216.71,143.87,162.14
H4470,116.24,186.72,281.75,210.16,106.36,243.11,236.56,253.54,147.64,115.36
H4471,137.22,254.16,122.6,97.25,70.09,141.82,233.09,242.9,267.0,199.56
H4472,204.94,102.02,292.39,169.12,227.78,115.48,130.64,90.76,70.28,219.97
H4473,138.67,120.16,149.77,294.96,125.53,197.69,257.67,256.29,94.6,204.45
H4474,97.83,218.59,220.38,297.33,182.0,260.84,30.4,165.29,17.55,75.64
H4475,35.17,62.66,23.59,226.0,291.37,293.33,72.98,168.04,133.42,184.81
H4476,119.19,22.57,84.3,213.03,294.25,266.35,152.63,202.57,56.9,127.7
H4477,227.31,141.01,189.84,113.91,115.52,277.82,232.99,14.55,91.8,292.57
H4478,225.13,59.3,257.49,165.44,223.92,177.66,194.86,21.67,59.89,28.26
H4479,134.67,54.06,236.38,106.8,125.65,110.4,156.75,76.08,137.72,285.91
H4480,49.87,178.69,213.41,137.2,275.48,17.56,287.3,182.45,284.29,132.69
H4481,258.98,238.03,106.6,30.43,161.55,87.7,15.78,201.75,17.84,242.11
H4482,228.04,275.96,83.2,191.26,82.46,257.93,285.84,59.49,291.04,140.93
H4483,236.76,152.18,63.0,28.19,184.05,251.01,37.75,30.05,191.26,91.63
H4484,226.57,167.6,148.24,143.1,278.6,84.99,42.1,28.28,164.14,14.24
H4485,49.51,291.03,190.43,12.41,24.74,131.29,168.41,234.82,150.67,243.05
H4486,230.16,148.76,256.1,61.97,33.71,253.86,67.41,76.25,131.02,242.86
H4487,68.14,98.88,255.31,198.93,292.65,231.34,176.82,48.48,176.86,106.41
H4488,158.63,172.84,230.26,124.45,209.68,283.89,50.48,171.92,16.6,292.13
H4489,64.25,122.86,174.31,52.86,246.94,143.63,243.48,185.52,209.87,298.09
H4490,291.61,225.43,107.86,241.88,176.53,257.29,154.56,97.39,86.91,102.86
H4491,211.56,31.85,268.02,50.13,292.45,129.5,251.17,104.95,253.84,248.03
H4492,236.13,181.21,132.49,60.55,68.63,109.09,101.13,266.4,45.54,194.11
H4493,97.89,265.29,110.41,35.82,94.73,282.06,223.7,68.53,124.69,137.78
H4494,209.12,152.77,231.85,96.3,218.27,114.53,132.87,158.97,243.15,73.69
H4495,21.87,46.12,55.07,238.76,117.48,217.9,229.67,134.06,125.26,55.28
H4496,102.56,165.68,196.33,259.6,148.81,235.81,248.93,270.66,15.47,143.3
H4497,16.99,86.93,291.13,110.11,254.72,11.05,177.4,189.53,185.35,71.64
H4498,112.62,106.98,152.89,238.08,105.04,178.44,89.96,146.43,250.1,191.63
H4499,122.2,296.52,31.54,135.84,60.09,115.77,283.55,103.38,113.84,246.85
H4500,282.63,217.53,263.07,199.08,90.67,287.95,211.12,27.02,61.7,110.47
H4501,20.6,79.32,110.86,129.8,217.11,244.71,93.27,222.05,95.59,89.24
H4502,210.58,105.74,233.32,145.36,257.07,18.21,125.8,65.0,73.92,68.93
H4503,252.13,168.44,213.1,51.75,86.33,49.33,143.24,82.84,139.48,267.77
H4504,294.21,43.19,62.4,33.03,258.08,32.93,244.99,206.36,230.74,123.15
H4505,177.19,290.7,163.37,280.43,127.16,248.9,110.14,86.69,19.96,219.41
H4506,192.0,63.56,172.8,10.76,147.72,71.67,59.76,61.17,101.61,292.39
H4507,35.57,216.9,175.21,227.14,29.85,197.35,16.24,145.86,180.24,74.24
H4508,55.41,123.07,184.31,289.8,138.02,281.21,68.65,10.44,171.02,19.8
H4509,254.35,99.42,214.27,40.87,239.89,269.93,161.13,288.97,131.63,285.16
H4510,126.68,62.81,82.67,140.34,13.56,188.99,246.99,99.08,180.73,64.52
H4511,86.73,166.61,41.31,292.02,84.41,10.03,17.5,31.45,199.8,155.09
H4512,294.23,289.98,77.43,133.42,248.09,260.29,230.92,80.07,121.33,159.37
H4513,148.64,85.53,24.73,151.82,278.11,233.21,128.4,183.75,56.82,68.8
H4514,187.41,259.72,164.48,33.57,30.67,195.04,214.28,145.04,13.28,59.16
H4515,82.59,283.07,183.65,209.74,187.56,138.57,80.91,93.72,289.04,18.88
H4516,105.65,170.86,160.33,159.62,85.21,203.94,271.2,134.45,85.79,123.45
H4517,18.16,38.13,209.84,11.73,98.6,253.58,61.4,134.65,184.59,109.67
H4518,150.84,151.26,238.99,43.1,42.8,73.52,243.46,46.8,100.96,223.94
H4519,11.74,67.41,130.89,265.83,240.53,182.04,241.91,286.13,132.57,149.92
H4520,119.07,126.83,191.94,87.38,218.91,205.98,214.31,27.52,125.13,200.29
H4521,208.37,226.81,70.05,129.04,280.84,232.5,118.63,205.66,19.29,138.8
H4522,98.08,227.12,212.36,126.51,243.26,277.21,284.63,219.18,109.84,198.91
H4523,118.93,45.92,157.58,83.52,36.48,152.76,58.35,277.11,110.8,241.71
H4524,142.16,149.07,136.86,185.25,176.66,127.52,177.43,227.85,281.8,12.82
H4525,199.47,291.46,79.44,282.08,162.43,58.27,64.64,175.73,94.6,272.67
H4526,49.7,148.26,146.8,128.43,109.44,98.38,242.9,49.83,233.04,229.26
H4527,245.34,223.44,241.4,159.78,16.45,77.65,267.41,37.86,36.01,278.04
H4528,185.34,41.26,90.93,242.86,267.9,11.96,115.46,74.84,118.03,113.62
H4529,171.7,84.1,247.48,205.18,157.37,230.61,235.34,261.41,160.68,280.59
H4530,263.17,130.43,276.0,72.01,46.27,224.94,202.63,152.88,204.9,236.23
H4531,141.42,110.63,98.31,119.78,26.46,40.45,160.13,56.54,249.7,78.55
H4532,91.01,162.06,51.6,43.65,91.84,120.54,293.85,96.57,42.44,256.39
H4533,160.06,225.59,145.74,153.39,162.64,263.03,189.3,157.88,174.29,192.59
H4534,62.43,189.42,137.88,121.56,91.13,241.2,205.94,27.18,69.32,35.41
H4535,188.53,99.61,278.92,77.03,213.68,66.8,231.33,171.38,288.08,172.01
H4536,25.09,269.48,174.09,147.47,46.41,79.56,145.54,245.35,251.99,44.9
H4537,17.55,224.85,153.75,20.9,33.76,219.27,206.37,180.28,92.39,239.93
H4538,173.1,289.13,35.67,72.54,220.82,31.66,228.91,194.15,131.39,159.98
H4539,197.07,281.89,59.37,284.88,270.67,179.38,142.2,141.61,58.26,249.94
H4540,259.33,22.52,219.23,92.94,30.53,229.8,82.3,33.86,90.97,61.14
H4541,119.09,222.91,74.95,291.71,134.58,191.82,229.88,274.51,111.72,97.14
H4542,21.39,229.74,84.98,73.24,225.95,225.43,133.68,106.8,282.52,156.25
H4543,21.98,83.18,184.58,54.38,34.48,107.67,255.61,132.92,243.9,32.34
H4544,185.57,227.74,243.65,100.98,165.83,193.46,121.84,52.92,97.5,81.35
H4545,80.02,245.62,206.26,77.79,147.23,70.76,192.49,28.63,188.7,236.21
H4546,226.78,184.44,198.54,194.01,199.0,153.64,116.19,190.77,206.99,232.43
H4547,221.33,232.07,281.54,194.72,146.15,202.89,128.8,233.74,103.79,133.45
H4548,289.2,216.62,136.2,111.06,11.25,97.83,171.43,46.25,111.43,187.9
H4549,243.72,254.91,152.99,216.07,84.01,101.39,276.24,236.19,44.67,67.58
H4550,99.21,223.21,152.78,112.14,23.55,93.83,81.88,72.27,135.45,81.97
H4551,74.11,41.38,104.71,58.39,105.24,39.87,89.28,46.44,208.41,299.16
H4552,229.69,180.86,37.08,231.24,98.96,97.09,26.58,228.26,160.61,162.91
H4553,118.88,133.29,182.6,69.97,212.32,50.43,103.69,157.15,203.02,47.52
H4554,257.17,73.07,12.02,23.08,205.38,12.8,287.96,73.54,84.48,29.68
H4555,236.63,143.35,37.77,297.41,167.57,289.17,251.96,189.19,199.22,77.86
H4556,167.12,228.09,49.14,202.75,258.26,230.6,86.35,268.23,119.22,295.43
H4557,221.35,112.63,56.78,203.27,73.37,13.14,22.51,231.27,139.86,121.7
H4558,103.09,209.7,240.55,66.58,126.57,115.53,193.59,134.94,257.73,63.52
H4559,36.46,246.54,237.52,144.2,104.34,71.23,128.62,181.2,223.67,229.4
H4560,137.38,54.43,295.05,243.28,182.82,294.08,132.47,40.94,245.88,223.63
H4561,102.42,75.15,114.72,223.1,297.24,222.96,208.24,60.16,121.46,164.45
H4562,64.7,120.52,204.01,77.4,50.21,242.15,261.82,177.6,101.94,10.71
H4563,65.08,46.08,123.07,227.66,242.09,241.95,259.54,60.12,283.24,228.3
H4564,77.08,157.22,285.1,74.16,164.41,179.58,160.15,203.99,211.42,47.72
H4565,65.77,193.82,117.46,168.19,57.39,210.89,41.46,220.73,245.65,243.39
H4566,161.89,47.27,279.38,34.94,86.98,200.41,38.9,91.27,134.92,161.57
H4567,234.21,33.52,63.16,69.59,163.99,64.37,249.8,271.19,197.25,131.4
H4568,274.58,263.22,188.05,196.22,234.8,284.81,95.33,62.56,258.84,75.85
H4569,193.54,57.58,249.8,66.09,103.69,193.55,69.99,239.19,219.79,90.46
H4570,126.59,196.88,162.79,185.05,162.18,277.65,214.79,216.3,182.0,169.04
H4571,162.75,136.44,27.53,101.27,183.56,111.72,58.57,20.06,265.66,185.63
H4572,198.7,185.27,216.0,218.12,114.07,74.83,105.12,11.65,35.43,224.89
H4573,110.97,97.73,175.37,178.14,113.47,96.53,225.98,135.88,34.41,81.93
H4574,240.34,153.26,72.56,256.92,137.93,226.54,193.36,247.7,138.98,45.06
H4575,35.02,146.82,119.58,134.19,58.62,16.01,104.5,97.77,204.32,287.24
H4576,11.93,150.47,176.27,85.82,122.62,92.39,253.99,293.36,281.63,130.99
H4577,273.9,88.62,119.88,14.59,243.34,258.18,267.37,257.94,47.01,221.56
H4578,231.37,217.79,27.59,188.64,259.17,38.0,161.13,184.31,236.44,140.56
H4579,16.93,91.81,69.03,141.45,102.1,295.74,151.85,199.4,141.61,125.29
H4580,46.25,60.96,110.39,206.51,19.9,173.16,15.4,187.17,282.4,22.55
